pm2.5,pm10,so2,no2,co,dewp,wspm,label
33.0,60.0,4.0,25.0,400.0,-1.1,1.7,1.0
30.0,110.0,7.0,31.0,600.0,-0.1,2.2,1.0
17.0,54.0,9.0,31.0,700.0,0.1,1.6,1.0
25.0,75.0,7.0,54.0,800.0,0.5,1.6,1.0
29.0,80.0,9.0,62.0,700.0,0.4,2.0,1.0
63.0,63.0,10.0,46.0,500.0,0.3,1.1,3.0
43.0,55.0,14.0,46.0,900.0,0.4,0.8,2.0
40.0,52.0,13.0,48.0,1200.0,0.8,0.8,2.0
42.0,80.0,14.0,59.0,1300.0,1.4,0.7,2.0
52.0,81.0,17.0,58.0,1200.0,3.0,0.9,2.0
72.0,87.0,31.0,57.0,1500.0,-1.2,1.0,3.0
59.0,85.0,33.0,58.0,1600.0,-1.5,0.9,3.0
94.0,94.0,33.0,57.0,1600.0,-1.9,1.8,3.0
56.0,90.0,33.0,54.0,1500.0,-0.9,1.7,3.0
58.0,103.0,32.0,56.0,1600.0,0.2,1.5,3.0
67.0,113.0,31.0,59.0,1600.0,0.4,1.3,3.0
78.0,167.0,32.0,60.0,1600.0,1.4,2.5,3.0
83.0,156.0,29.0,46.0,1400.0,3.3,2.2,3.0
76.0,179.0,24.0,34.0,1000.0,3.6,2.1,3.0
76.0,187.0,23.0,34.0,900.0,5.3,2.8,3.0
79.0,174.0,22.0,31.0,800.0,5.3,1.8,3.0
82.0,163.0,22.0,51.0,1100.0,5.6,1.1,3.0
94.0,180.0,24.0,93.0,1600.0,2.4,1.6,3.0
88.0,190.0,19.0,80.0,1300.0,4.3,3.4,3.0
59.0,199.0,10.0,20.0,400.0,6.1,3.8,3.0
53.0,100.0,8.0,13.0,400.0,7.0,3.5,2.0
34.0,88.0,5.0,14.0,300.0,8.7,2.8,1.0
24.0,50.0,4.0,22.0,300.0,9.6,3.0,1.0
20.0,36.0,4.0,28.0,300.0,9.2,2.7,1.0
16.0,31.0,4.0,24.0,300.0,9.4,0.8,1.0
19.0,36.0,3.0,28.0,400.0,10.4,1.0,1.0
19.0,38.0,3.0,28.0,300.0,9.7,1.2,1.0
24.0,51.0,4.0,31.0,300.0,9.2,1.6,1.0
28.0,61.0,4.0,34.0,400.0,9.2,1.2,1.0
73.0,258.0,6.0,24.0,300.0,-2.6,2.4,3.0
105.0,472.0,7.0,17.0,400.0,-2.9,3.6,5.0
64.0,220.0,6.0,11.0,300.0,-2.2,4.6,3.0
43.0,127.0,5.0,10.0,400.0,-3.4,5.6,2.0
35.0,69.0,3.0,8.0,300.0,-3.7,5.1,1.0
19.0,43.0,4.0,6.0,300.0,-3.0,5.7,1.0
16.0,29.0,2.0,6.0,300.0,-3.2,5.5,1.0
16.0,42.0,3.0,6.0,200.0,-3.5,4.9,1.0
15.0,19.0,3.0,5.0,200.0,-4.4,5.7,1.0
13.0,26.0,3.0,7.0,200.0,-4.7,5.8,1.0
7.0,32.0,2.0,7.0,200.0,-5.2,5.0,0.0
7.0,24.0,2.0,10.0,200.0,-5.4,4.5,0.0
6.0,27.0,2.0,9.0,200.0,-4.8,4.1,0.0
8.0,27.0,3.0,11.0,200.0,-4.3,4.1,0.0
9.0,22.0,3.0,10.0,200.0,-6.1,3.4,0.0
8.0,25.0,3.0,21.0,200.0,-6.1,2.5,0.0
12.0,29.0,3.0,19.0,200.0,-6.9,3.8,1.0
9.0,28.0,3.0,15.0,200.0,-7.7,2.8,0.0
13.0,29.0,2.0,12.0,200.0,-8.9,3.4,1.0
11.0,30.0,2.0,11.0,200.0,-9.0,3.7,1.0
12.0,21.0,2.0,9.0,200.0,-9.7,3.7,1.0
11.0,21.0,2.0,9.0,200.0,-9.6,2.7,1.0
14.0,25.0,2.0,11.0,200.0,-9.6,3.2,1.0
4.0,24.0,2.0,14.0,300.0,-9.1,3.4,0.0
12.0,33.0,3.0,10.0,300.0,-9.5,4.6,1.0
13.0,21.0,2.0,7.0,300.0,-9.6,6.8,1.0
18.0,44.0,2.0,6.0,200.0,-7.9,4.7,1.0
13.0,82.0,2.0,6.0,200.0,-8.1,4.7,1.0
16.0,86.0,2.0,6.0,200.0,-7.5,5.2,1.0
8.0,26.0,2.0,5.0,300.0,-7.3,5.1,0.0
9.0,26.0,2.0,5.0,200.0,-6.5,4.2,0.0
18.0,18.0,2.0,5.0,200.0,-8.1,4.0,1.0
22.0,22.0,2.0,5.0,200.0,-11.0,4.8,1.0
7.0,10.0,2.0,6.0,200.0,-12.0,3.3,0.0
8.0,20.0,2.0,8.0,200.0,-10.5,3.0,0.0
8.0,24.0,2.0,16.0,300.0,-10.9,2.5,0.0
11.0,26.0,2.0,18.0,300.0,-9.5,2.3,1.0
10.0,49.0,2.0,19.0,300.0,-8.0,4.0,1.0
16.0,112.0,3.0,10.0,300.0,-1.0,6.0,1.0
13.0,34.0,2.0,10.0,300.0,-0.7,2.2,1.0
6.0,6.0,2.0,14.0,200.0,-1.6,1.7,0.0
6.0,23.0,2.0,15.0,200.0,-1.2,3.2,0.0
11.0,27.0,2.0,25.0,300.0,-1.1,1.9,1.0
15.0,25.0,3.0,24.0,300.0,-1.1,4.0,1.0
12.0,27.0,5.0,17.0,400.0,-1.5,3.4,1.0
13.0,27.0,4.0,22.0,300.0,-2.5,3.4,1.0
13.0,27.0,4.0,29.0,300.0,-3.0,2.5,1.0
10.0,26.0,4.0,22.0,300.0,-3.5,2.0,1.0
14.0,38.0,3.0,18.0,300.0,-4.8,1.7,1.0
16.0,34.0,2.0,14.0,300.0,-4.4,1.7,1.0
16.0,34.0,3.0,10.0,300.0,-5.8,2.7,1.0
16.0,49.0,3.0,8.0,300.0,-5.7,3.1,1.0
13.0,30.0,3.0,5.0,300.0,-7.3,3.7,1.0
17.0,40.0,2.0,5.0,200.0,-6.7,3.2,1.0
12.0,17.0,2.0,4.0,200.0,-8.5,3.5,1.0
9.0,16.0,2.0,5.0,200.0,-8.9,3.7,1.0
10.0,18.0,2.0,5.0,200.0,-9.5,3.5,1.0
12.0,12.0,3.0,6.0,200.0,-10.8,3.3,1.0
11.0,17.0,2.0,11.0,300.0,-11.4,1.6,1.0
10.0,29.0,2.0,20.0,300.0,-9.5,1.7,1.0
20.0,55.0,2.0,22.0,300.0,-8.1,1.9,1.0
23.0,62.0,4.0,27.0,300.0,-6.5,2.1,1.0
26.0,54.0,5.0,34.0,400.0,-6.7,2.7,1.0
28.0,59.0,5.0,43.0,400.0,-7.0,2.8,1.0
30.0,63.0,5.0,38.0,400.0,-7.1,2.9,1.0
29.0,57.0,6.0,33.0,400.0,-5.8,2.1,1.0
37.0,75.0,6.0,44.0,400.0,-4.8,3.9,2.0
43.0,70.0,14.0,37.0,300.0,-4.1,2.1,2.0
39.0,64.0,18.0,30.0,300.0,-2.0,2.1,2.0
54.0,93.0,8.0,69.0,600.0,2.1,2.5,2.0
73.0,126.0,6.0,61.0,1400.0,2.7,1.9,3.0
75.0,105.0,9.0,58.0,2000.0,2.8,1.4,3.0
75.0,106.0,14.0,59.0,2200.0,3.0,2.0,3.0
74.0,105.0,18.0,59.0,2100.0,3.3,1.4,3.0
84.0,119.0,25.0,57.0,2100.0,3.5,2.2,3.0
89.0,104.0,37.0,49.0,1600.0,1.9,2.2,3.0
79.0,103.0,30.0,52.0,1500.0,3.4,2.1,3.0
89.0,106.0,32.0,51.0,1600.0,4.5,1.9,3.0
90.0,122.0,39.0,47.0,1700.0,4.5,2.0,3.0
88.0,106.0,34.0,45.0,1800.0,4.9,2.6,3.0
88.0,114.0,25.0,48.0,1800.0,5.3,2.0,3.0
88.0,104.0,21.0,53.0,1800.0,5.6,1.7,3.0
88.0,103.0,22.0,56.0,1800.0,5.1,2.0,3.0
76.0,122.0,20.0,52.0,1200.0,5.3,2.2,3.0
70.0,93.0,18.0,47.0,800.0,4.9,1.5,3.0
76.0,91.0,22.0,49.0,1100.0,3.3,1.9,3.0
74.0,80.0,19.0,45.0,1100.0,3.4,1.5,3.0
73.0,74.0,17.0,41.0,1000.0,3.6,0.8,3.0
76.0,89.0,13.0,44.0,1100.0,4.4,2.2,3.0
76.0,89.0,13.0,44.0,1100.0,4.0,1.2,3.0
87.0,94.0,11.0,49.0,1100.0,4.2,1.4,3.0
99.0,102.0,12.0,59.0,1300.0,4.5,1.2,3.0
68.0,68.0,7.0,32.0,700.0,4.4,1.1,3.0
51.0,51.0,6.0,23.0,600.0,4.0,1.6,2.0
56.0,56.0,6.0,26.0,600.0,3.7,1.4,3.0
56.0,56.0,6.0,37.0,700.0,3.9,1.2,3.0
56.0,56.0,8.0,30.0,700.0,4.1,1.1,3.0
63.0,69.0,12.0,30.0,700.0,4.2,2.1,3.0
74.0,90.0,16.0,31.0,900.0,4.6,2.3,3.0
92.0,223.0,18.0,30.0,1000.0,4.7,2.0,3.0
99.0,103.0,15.0,30.0,1000.0,4.3,1.5,3.0
86.0,86.0,12.0,26.0,900.0,1.7,1.3,3.0
44.0,54.0,5.0,15.0,500.0,-2.1,2.1,2.0
41.0,45.0,3.0,14.0,400.0,-0.8,1.6,2.0
47.0,47.0,3.0,19.0,400.0,-2.3,2.3,2.0
44.0,44.0,3.0,25.0,400.0,-1.6,2.3,2.0
52.0,70.0,3.0,32.0,500.0,-1.1,3.8,2.0
84.0,219.0,5.0,35.0,600.0,2.2,3.6,3.0
75.0,158.0,6.0,40.0,700.0,1.7,3.9,3.0
71.0,145.0,6.0,36.0,600.0,2.3,2.7,3.0
62.0,119.0,7.0,37.0,600.0,4.1,3.1,3.0
70.0,101.0,8.0,45.0,600.0,3.1,3.0,3.0
83.0,158.0,8.0,65.0,800.0,3.5,1.1,3.0
92.0,188.0,7.0,84.0,900.0,4.8,0.9,3.0
94.0,225.0,6.0,86.0,1000.0,5.3,0.5,3.0
76.0,272.0,5.0,90.0,900.0,5.5,1.5,3.0
91.0,147.0,5.0,85.0,1000.0,6.0,0.9,3.0
89.0,142.0,4.0,73.0,1000.0,5.7,1.3,3.0
102.0,156.0,4.0,71.0,1200.0,7.1,1.4,3.0
153.0,189.0,5.0,65.0,1800.0,8.4,1.4,4.0
193.0,215.0,13.0,69.0,2200.0,8.9,1.1,4.0
209.0,222.0,22.0,72.0,2100.0,8.4,0.9,4.0
209.0,217.0,26.0,69.0,1900.0,8.6,1.2,4.0
207.0,207.0,22.0,75.0,1700.0,7.3,2.0,4.0
177.0,177.0,13.0,72.0,1500.0,6.6,1.8,4.0
177.0,177.0,13.0,72.0,1500.0,3.8,1.7,4.0
97.0,97.0,5.0,39.0,600.0,3.7,1.6,3.0
65.0,65.0,5.0,24.0,400.0,-0.3,1.9,3.0
79.0,144.0,4.0,19.0,400.0,-3.5,4.0,3.0
104.0,305.0,2.0,13.0,300.0,-3.4,5.2,3.0
78.0,221.0,2.0,15.0,300.0,-4.5,5.5,3.0
68.0,186.0,2.0,18.0,300.0,-5.8,4.2,3.0
39.0,89.0,2.0,17.0,300.0,-9.8,2.1,2.0
31.0,110.0,2.0,14.0,300.0,-12.2,2.0,1.0
44.0,141.0,2.0,16.0,200.0,-13.1,1.9,2.0
53.0,148.0,2.0,15.0,200.0,-13.8,1.6,2.0
58.0,187.0,2.0,12.0,100.0,-12.7,2.3,3.0
56.0,162.0,2.0,14.0,100.0,-14.2,1.3,3.0
49.0,120.0,2.0,19.0,100.0,-12.4,1.8,2.0
40.0,111.0,2.0,14.0,200.0,-11.6,1.2,2.0
45.0,112.0,2.0,16.0,200.0,-9.9,1.0,2.0
38.0,89.0,2.0,17.0,200.0,-12.3,4.1,2.0
35.0,90.0,2.0,11.0,200.0,-13.6,3.7,1.0
32.0,82.0,2.0,13.0,200.0,-9.9,1.5,1.0
47.0,95.0,2.0,10.0,200.0,-12.1,3.4,2.0
55.0,147.0,2.0,11.0,200.0,-13.1,3.8,2.0
45.0,130.0,2.0,10.0,200.0,-13.8,3.5,2.0
38.0,110.0,2.0,8.0,200.0,-11.7,3.0,2.0
42.0,106.0,2.0,9.0,300.0,-12.5,2.4,2.0
29.0,74.0,2.0,7.0,200.0,-11.4,3.6,1.0
25.0,83.0,2.0,7.0,100.0,-11.0,6.1,1.0
35.0,85.0,2.0,8.0,200.0,-10.6,6.3,1.0
33.0,56.0,2.0,9.0,200.0,-10.3,5.5,1.0
24.0,43.0,2.0,9.0,200.0,-10.6,5.2,1.0
23.0,39.0,2.0,11.0,200.0,-12.5,4.4,1.0
27.0,48.0,2.0,17.0,200.0,-10.8,1.8,1.0
17.0,216.0,2.0,35.0,300.0,-11.9,1.4,2.0
34.0,107.0,2.0,52.0,800.0,-9.1,1.4,1.0
24.0,35.0,2.0,63.0,400.0,-9.7,1.1,1.0
26.0,26.0,2.0,66.0,400.0,-8.0,1.5,1.0
28.0,43.0,2.0,56.0,300.0,-11.3,1.8,1.0
22.0,43.0,2.0,58.0,300.0,-7.6,0.8,1.0
18.0,37.0,2.0,44.0,200.0,-7.5,1.0,1.0
16.0,35.0,2.0,40.0,200.0,-12.1,1.7,1.0
14.0,42.0,2.0,41.0,200.0,-12.9,1.4,1.0
16.0,39.0,2.0,26.0,100.0,-8.0,1.1,1.0
18.0,40.0,2.0,25.0,200.0,-6.6,0.9,1.0
19.0,43.0,2.0,30.0,200.0,-9.6,1.5,1.0
19.0,48.0,2.0,32.0,200.0,-9.7,1.6,1.0
11.0,39.0,2.0,24.0,200.0,-10.6,2.0,1.0
16.0,33.0,2.0,16.0,200.0,-10.8,2.7,1.0
12.0,28.0,2.0,13.0,200.0,-11.6,2.3,1.0
24.0,24.0,2.0,11.0,200.0,-11.1,1.7,1.0
15.0,15.0,2.0,10.0,200.0,-11.4,1.9,1.0
17.0,24.0,2.0,13.0,200.0,-10.3,2.1,1.0
24.0,35.0,2.0,15.0,200.0,-11.7,3.5,1.0
19.0,49.0,3.0,16.0,200.0,-7.4,3.4,1.0
32.0,62.0,3.0,19.0,300.0,-9.0,3.1,1.0
34.0,60.0,4.0,18.0,200.0,-9.4,2.5,1.0
30.0,57.0,4.0,23.0,300.0,-9.0,2.7,1.0
36.0,61.0,5.0,33.0,400.0,-8.7,2.4,2.0
39.0,79.0,4.0,44.0,500.0,-6.9,2.9,2.0
44.0,100.0,9.0,52.0,600.0,-6.5,2.4,2.0
40.0,80.0,12.0,42.0,500.0,-6.4,1.9,2.0
42.0,70.0,10.0,51.0,500.0,-5.2,1.1,2.0
44.0,92.0,11.0,61.0,500.0,-4.0,1.4,2.0
56.0,86.0,17.0,56.0,800.0,-3.7,1.0,3.0
70.0,109.0,22.0,54.0,1100.0,-1.9,1.2,3.0
55.0,93.0,10.0,61.0,900.0,-0.6,1.2,2.0
56.0,101.0,10.0,56.0,900.0,-0.9,0.9,3.0
47.0,103.0,10.0,52.0,900.0,-0.2,0.7,2.0
47.0,83.0,12.0,50.0,800.0,0.5,0.7,2.0
62.0,95.0,20.0,51.0,800.0,0.6,1.2,3.0
71.0,97.0,23.0,50.0,900.0,1.0,1.1,3.0
75.0,101.0,24.0,51.0,900.0,1.1,1.5,3.0
85.0,100.0,26.0,48.0,900.0,0.5,2.1,3.0
92.0,117.0,24.0,43.0,700.0,-0.9,2.2,3.0
87.0,142.0,23.0,28.0,600.0,0.7,3.5,3.0
103.0,157.0,29.0,25.0,700.0,1.9,4.2,3.0
119.0,166.0,32.0,26.0,700.0,4.1,4.5,3.0
146.0,206.0,40.0,29.0,900.0,6.6,4.0,4.0
150.0,211.0,44.0,22.0,900.0,8.6,4.5,4.0
130.0,221.0,41.0,26.0,1200.0,10.4,2.9,4.0
134.0,188.0,37.0,29.0,1400.0,10.9,3.8,4.0
118.0,166.0,24.0,32.0,1100.0,11.5,2.9,3.0
108.0,146.0,19.0,31.0,1100.0,11.8,2.0,3.0
88.0,129.0,15.0,36.0,1000.0,11.5,2.4,3.0
68.0,103.0,14.0,27.0,800.0,10.1,2.6,3.0
54.0,92.0,15.0,22.0,700.0,9.8,3.5,2.0
49.0,98.0,15.0,19.0,500.0,9.9,2.0,2.0
47.0,86.0,11.0,18.0,500.0,10.1,1.8,2.0
50.0,101.0,9.0,20.0,500.0,10.6,1.8,2.0
60.0,94.0,8.0,18.0,500.0,10.6,1.2,3.0
64.0,84.0,8.0,21.0,500.0,10.7,1.2,3.0
73.0,82.0,8.0,26.0,600.0,10.7,1.5,3.0
76.0,87.0,10.0,35.0,700.0,10.7,1.4,3.0
80.0,95.0,14.0,33.0,900.0,10.7,1.3,3.0
92.0,110.0,20.0,35.0,900.0,11.9,1.0,3.0
105.0,187.0,23.0,35.0,900.0,11.7,2.2,3.0
108.0,126.0,24.0,37.0,900.0,12.0,1.5,3.0
132.0,155.0,34.0,30.0,1100.0,11.6,2.6,4.0
154.0,154.0,39.0,25.0,1300.0,10.6,3.5,4.0
123.0,131.0,24.0,20.0,900.0,8.6,4.3,3.0
99.0,109.0,12.0,16.0,600.0,8.3,4.1,3.0
80.0,108.0,6.0,15.0,500.0,6.0,4.9,3.0
74.0,99.0,5.0,15.0,400.0,5.4,4.1,3.0
43.0,81.0,5.0,20.0,500.0,5.6,4.1,2.0
45.0,107.0,6.0,21.0,500.0,6.2,3.2,2.0
54.0,123.0,6.0,23.0,500.0,10.3,5.0,2.0
90.0,264.0,11.0,38.0,1000.0,9.9,4.1,3.0
154.0,210.0,15.0,38.0,1100.0,9.4,4.5,4.0
124.0,150.0,13.0,30.0,900.0,6.1,3.7,3.0
88.0,99.0,15.0,30.0,1000.0,5.3,3.0,3.0
78.0,110.0,19.0,36.0,1400.0,3.7,3.0,3.0
76.0,101.0,23.0,32.0,1600.0,3.7,1.4,3.0
72.0,99.0,30.0,33.0,1700.0,3.2,2.5,3.0
69.0,101.0,40.0,39.0,2000.0,3.4,1.7,3.0
68.0,99.0,45.0,42.0,2200.0,2.8,1.3,3.0
62.0,89.0,44.0,43.0,2100.0,2.9,1.7,3.0
78.0,139.0,53.0,51.0,2700.0,3.3,1.1,3.0
71.0,126.0,53.0,55.0,2800.0,2.8,2.6,3.0
68.0,105.0,46.0,48.0,2200.0,2.6,3.4,3.0
64.0,109.0,44.0,39.0,1800.0,2.8,2.8,3.0
63.0,101.0,38.0,34.0,1600.0,2.7,2.8,3.0
74.0,106.0,40.0,37.0,1900.0,3.6,2.4,3.0
78.0,130.0,41.0,36.0,1800.0,4.1,1.8,3.0
76.0,126.0,38.0,32.0,1400.0,4.8,3.1,3.0
79.0,112.0,30.0,29.0,1100.0,4.4,2.8,3.0
76.0,97.0,18.0,26.0,800.0,4.9,2.8,3.0
65.0,95.0,12.0,24.0,600.0,4.4,2.4,3.0
65.0,87.0,13.0,32.0,700.0,3.8,2.1,3.0
66.0,78.0,12.0,30.0,700.0,2.8,2.0,3.0
58.0,84.0,11.0,34.0,700.0,4.8,1.7,3.0
59.0,73.0,10.0,39.0,700.0,3.6,1.6,3.0
53.0,54.0,9.0,36.0,600.0,3.6,1.8,2.0
64.0,112.0,12.0,45.0,800.0,2.4,0.6,3.0
74.0,86.0,14.0,48.0,900.0,1.7,1.2,3.0
78.0,78.0,12.0,57.0,800.0,3.8,1.0,3.0
69.0,94.0,11.0,41.0,800.0,4.5,0.9,3.0
80.0,94.0,10.0,40.0,1000.0,5.2,0.4,3.0
76.0,81.0,13.0,46.0,1000.0,6.1,0.2,3.0
86.0,86.0,24.0,56.0,1600.0,6.5,0.2,3.0
87.0,87.0,30.0,47.0,1700.0,6.6,0.5,3.0
69.0,75.0,24.0,39.0,1300.0,5.6,0.5,3.0
73.0,77.0,24.0,43.0,1300.0,4.8,1.1,3.0
73.0,106.0,16.0,52.0,1100.0,5.1,1.4,3.0
89.0,99.0,9.0,53.0,1400.0,8.3,2.3,3.0
78.0,78.0,11.0,40.0,1200.0,8.5,2.2,3.0
78.0,78.0,11.0,40.0,1200.0,9.0,2.6,3.0
77.0,77.0,9.0,34.0,900.0,9.2,2.6,3.0
84.0,84.0,11.0,37.0,900.0,8.7,1.5,3.0
88.0,88.0,10.0,36.0,1000.0,8.7,2.4,3.0
92.0,92.0,8.0,32.0,900.0,8.7,1.5,3.0
93.0,93.0,7.0,42.0,1100.0,9.4,0.9,3.0
97.0,97.0,7.0,54.0,1100.0,10.3,1.2,3.0
95.0,95.0,8.0,45.0,1100.0,8.9,1.1,3.0
111.0,114.0,5.0,71.0,1400.0,10.1,1.1,3.0
126.0,126.0,3.0,69.0,1300.0,10.5,0.5,4.0
127.0,127.0,3.0,67.0,1400.0,11.3,1.2,4.0
124.0,124.0,2.0,79.0,1500.0,11.0,0.9,3.0
122.0,122.0,2.0,76.0,1500.0,11.0,0.8,3.0
137.0,137.0,2.0,74.0,1400.0,10.9,0.7,4.0
144.0,144.0,2.0,64.0,1300.0,10.8,0.3,4.0
138.0,138.0,2.0,53.0,1000.0,9.9,0.3,4.0
124.0,124.0,2.0,48.0,1000.0,10.0,0.9,3.0
115.0,115.0,2.0,42.0,900.0,9.3,0.4,3.0
109.0,109.0,2.0,61.0,1000.0,8.7,1.0,3.0
116.0,116.0,2.0,64.0,1100.0,7.9,1.9,3.0
112.0,118.0,5.0,59.0,1000.0,8.9,1.9,3.0
107.0,141.0,10.0,50.0,1000.0,9.9,1.8,3.0
102.0,102.0,19.0,44.0,1300.0,6.5,2.3,3.0
90.0,99.0,25.0,38.0,1500.0,6.0,3.0,3.0
80.0,103.0,19.0,32.0,1200.0,6.2,2.8,3.0
89.0,107.0,17.0,28.0,1100.0,7.5,2.8,3.0
97.0,105.0,15.0,28.0,1000.0,8.1,2.9,3.0
90.0,105.0,8.0,24.0,800.0,7.7,4.2,3.0
66.0,81.0,5.0,20.0,600.0,7.7,3.7,3.0
55.0,61.0,4.0,19.0,500.0,6.4,2.4,2.0
53.0,72.0,4.0,18.0,500.0,5.3,3.3,2.0
55.0,79.0,7.0,25.0,600.0,4.6,3.3,2.0
47.0,125.0,7.0,40.0,800.0,5.8,4.5,2.0
55.0,106.0,5.0,46.0,800.0,4.3,2.2,2.0
45.0,63.0,6.0,56.0,800.0,3.5,2.0,2.0
45.0,63.0,7.0,57.0,900.0,3.4,1.4,2.0
37.0,48.0,6.0,57.0,600.0,3.3,1.3,2.0
37.0,48.0,7.0,58.0,500.0,3.4,1.8,2.0
33.0,40.0,7.0,48.0,500.0,3.7,1.3,1.0
30.0,37.0,7.0,52.0,600.0,3.8,1.1,1.0
31.0,39.0,6.0,57.0,600.0,3.8,1.4,1.0
34.0,34.0,8.0,43.0,500.0,3.5,1.2,1.0
42.0,42.0,11.0,47.0,600.0,4.0,1.5,2.0
51.0,58.0,17.0,52.0,1200.0,4.4,1.2,2.0
64.0,79.0,28.0,53.0,2000.0,4.9,2.1,3.0
77.0,98.0,32.0,47.0,1900.0,5.9,1.5,3.0
94.0,108.0,31.0,44.0,1500.0,8.4,1.8,3.0
117.0,127.0,31.0,41.0,1800.0,9.5,1.6,3.0
144.0,160.0,33.0,37.0,1900.0,11.1,2.1,4.0
173.0,173.0,32.0,35.0,1900.0,10.9,2.4,4.0
189.0,281.0,30.0,32.0,1700.0,11.0,2.9,4.0
195.0,195.0,28.0,27.0,1400.0,10.5,3.5,4.0
166.0,166.0,23.0,23.0,1100.0,10.5,3.0,4.0
175.0,175.0,23.0,30.0,1300.0,10.8,1.6,4.0
205.0,205.0,17.0,39.0,1500.0,12.4,3.2,4.0
184.0,184.0,21.0,42.0,1700.0,11.9,1.2,4.0
190.0,190.0,14.0,54.0,1700.0,12.4,1.2,4.0
203.0,203.0,10.0,72.0,1900.0,12.7,1.2,4.0
212.0,212.0,9.0,100.0,2100.0,12.5,1.2,4.0
226.0,226.0,9.0,73.0,2000.0,12.6,1.0,5.0
238.0,238.0,7.0,103.0,2200.0,12.3,0.4,5.0
251.0,251.0,5.0,101.0,2000.0,12.4,0.8,5.0
232.0,232.0,6.0,73.0,1800.0,12.3,0.6,5.0
214.0,214.0,4.0,72.0,1700.0,12.2,0.4,4.0
216.0,216.0,3.0,90.0,1700.0,12.0,1.0,4.0
216.0,216.0,3.0,97.0,1800.0,11.4,0.9,4.0
215.0,215.0,2.0,96.0,1800.0,11.5,0.7,4.0
208.0,208.0,4.0,88.0,1700.0,11.2,2.0,4.0
194.0,194.0,9.0,66.0,1600.0,11.1,2.6,4.0
181.0,181.0,15.0,52.0,1500.0,11.1,2.4,4.0
149.0,149.0,20.0,32.0,1300.0,11.6,1.5,4.0
133.0,133.0,18.0,23.0,1300.0,12.8,1.5,4.0
136.0,136.0,17.0,26.0,1200.0,11.2,2.6,4.0
145.0,145.0,16.0,29.0,1300.0,12.1,3.4,4.0
162.0,162.0,14.0,28.0,1100.0,12.3,2.9,4.0
115.0,154.0,12.0,21.0,900.0,12.9,2.5,3.0
86.0,96.0,10.0,17.0,700.0,13.7,2.7,3.0
78.0,95.0,11.0,16.0,700.0,15.2,2.9,3.0
97.0,212.0,15.0,24.0,1200.0,15.8,4.2,3.0
111.0,160.0,12.0,25.0,1000.0,15.4,3.8,3.0
112.0,117.0,10.0,24.0,1000.0,15.2,2.3,3.0
129.0,129.0,10.0,28.0,1100.0,15.1,3.3,4.0
143.0,143.0,10.0,28.0,1100.0,14.9,3.3,4.0
163.0,163.0,10.0,25.0,1200.0,14.3,2.9,4.0
176.0,176.0,11.0,24.0,1200.0,13.9,1.6,4.0
175.0,175.0,12.0,23.0,1300.0,14.3,2.0,4.0
165.0,165.0,12.0,19.0,1100.0,13.9,1.6,4.0
171.0,171.0,13.0,23.0,1500.0,13.4,1.4,4.0
190.0,190.0,16.0,23.0,1900.0,13.3,0.4,4.0
207.0,207.0,14.0,35.0,1900.0,13.0,0.4,4.0
201.0,201.0,12.0,41.0,2300.0,13.0,0.1,4.0
194.0,194.0,20.0,37.0,2700.0,13.4,0.9,4.0
185.0,185.0,37.0,30.0,2700.0,13.0,1.4,4.0
190.0,190.0,46.0,32.0,2800.0,13.1,2.0,4.0
191.0,191.0,49.0,34.0,2800.0,14.1,2.0,4.0
204.0,204.0,48.0,36.0,2800.0,14.6,1.9,4.0
210.0,210.0,47.0,31.0,3000.0,14.4,2.2,4.0
225.0,225.0,45.0,31.0,3000.0,15.4,0.9,4.0
224.0,224.0,42.0,29.0,2700.0,16.0,1.9,4.0
226.0,226.0,36.0,26.0,2300.0,16.0,0.9,5.0
209.0,209.0,32.0,21.0,2000.0,15.1,1.3,4.0
203.0,203.0,28.0,24.0,1900.0,15.5,0.7,4.0
192.0,192.0,23.0,34.0,2300.0,16.8,1.5,4.0
229.0,229.0,20.0,39.0,2700.0,16.5,0.8,5.0
245.0,245.0,18.0,42.0,2900.0,16.7,1.1,5.0
222.0,222.0,19.0,50.0,2300.0,13.0,4.5,4.0
105.0,105.0,16.0,41.0,1400.0,13.1,1.3,3.0
61.0,61.0,12.0,26.0,700.0,14.1,1.6,3.0
93.0,93.0,9.0,24.0,1100.0,13.2,1.3,3.0
92.0,92.0,7.0,20.0,800.0,13.4,2.1,3.0
45.0,45.0,6.0,14.0,200.0,8.9,2.3,2.0
35.0,72.0,4.0,7.0,200.0,7.5,4.4,1.0
21.0,21.0,3.0,7.0,200.0,4.0,3.1,1.0
22.0,36.0,3.0,7.0,200.0,4.7,5.2,1.0
27.0,66.0,2.0,8.0,200.0,4.6,3.9,1.0
47.0,113.0,2.0,9.0,200.0,4.8,3.9,2.0
82.0,250.0,2.0,9.0,200.0,7.0,3.4,3.0
75.0,167.0,2.0,11.0,200.0,7.5,3.1,3.0
26.0,76.0,2.0,12.0,300.0,9.4,3.3,1.0
26.0,55.0,2.0,14.0,300.0,8.5,2.7,1.0
27.0,36.0,2.0,14.0,300.0,9.4,2.9,1.0
33.0,57.0,2.0,12.0,300.0,8.8,3.0,1.0
32.0,49.0,2.0,12.0,300.0,9.3,2.4,1.0
30.0,43.0,2.0,13.0,300.0,9.4,2.2,1.0
